model_name,country,country_code,language,data_source,PC1,PC2,PC1_rescaled,PC2_rescaled
gpt-5.1,Singapore,702.0,zh-cn,Multilingual,0.3108560077915646,-0.07790285172085858,0.9426493741027319,-0.13542359127058232
gpt-5.1,Macao,446.0,zh-cn,Multilingual,0.025705449683033083,0.7023248705995239,0.4265268639262899,1.1207430416652335
gpt-5.1,Libya,434.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Peru,604.0,es,Multilingual,-0.4506251676881655,-0.756899158239618,-0.4356315535155796,-1.228607644765785
gpt-5.1,Pakistan,586.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Luxembourg,442.0,de,Multilingual,2.2467448810987514,0.7630908258782488,4.44660823478874,1.2185762296639806
gpt-5.1,Philippines,608.0,en-native,Multilingual,-0.9080160835725296,-1.0968885126587522,-1.2635091112662789,-1.7759905053805911
gpt-5.1,Nicaragua,558.0,es,Multilingual,-0.9080160835725296,-1.0968885126587522,-1.2635091112662789,-1.7759905053805911
gpt-5.1,Switzerland,756.0,fr,Multilingual,2.297877317886867,1.5208129042739291,4.53915794537523,2.438508775881026
gpt-5.1,Belarus,112.0,ru,Multilingual,-0.44452398533180176,0.5949483615893358,-0.4245884134505612,0.9478668621588308
gpt-5.1,Mali,466.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Japan,392.0,ja,Multilingual,0.32476924072974284,1.225012781017092,0.9678323257208346,1.9622705774375184
gpt-5.1,Mali,466.0,fr,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Chile,152.0,en,Multilingual,0.7529047443021358,1.3761804955930026,1.742757587186866,2.2056505979047345
gpt-5.1,Brazil,76.0,en,Multilingual,0.5763189924318747,0.2525881021706263,1.423137376301693,0.3966668444947084
gpt-5.1,Taiwan,158.0,en,Multilingual,1.4136111049533118,1.22982489645282,2.9386360999654944,1.9700180832890404
gpt-5.1,Portugal,620.0,en,Multilingual,1.3747263003357326,1.983017653012196,2.868254603607676,3.1826584213496356
gpt-5.1,Iraq,368.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Burkina Faso,854.0,fr,Multilingual,-1.187455529166036,-1.1833905883410902,-1.7692945077905256,-1.9152588472291554
gpt-5.1,Kyrgyzstan,417.0,ru,Multilingual,-1.291491006054577,-0.3644857407166994,-1.9575987209587846,-0.5968220425538862
gpt-5.1,Uruguay,858.0,en,Multilingual,1.702814815986456,2.4522974875012884,3.4620948169354855,3.9381989548770746
gpt-5.1,United States,840.0,en-native,Multilingual,1.4462989126405996,0.9605398160615214,2.997801031879485,1.5364691038590494
gpt-5.1,Kazakhstan,398.0,en,Multilingual,-0.8620323888472308,-0.9066760475957313,-1.180278623813488,-1.4697484366291274
gpt-5.1,Trinidad and Tobago,780.0,en-native,Multilingual,-0.7145607188192831,-0.8834487855871684,-0.9133549010629024,-1.4323525447953414
gpt-5.1,Colombia,170.0,es,Multilingual,-0.20219351101943644,-0.5903019792268551,0.01402974505482002,-0.9603861865552368
gpt-5.1,Kyrgyzstan,417.0,en,Multilingual,-0.9390238724973069,-1.0167934093283273,-1.3196332092201257,-1.647037389018607
gpt-5.1,Tunisia,788.0,en,Multilingual,-0.9912466683994982,-0.029920956329969637,-1.4141564698030917,-0.05817273969125112
gpt-5.1,Argentina,32.0,en,Multilingual,1.3170846330883321,1.837294907327283,2.763923185889881,2.948044800796926
gpt-5.1,Macao,446.0,en,Multilingual,-0.23358166179540288,0.741653509593758,-0.042782807849679194,1.1840621504459503
gpt-5.1,Switzerland,756.0,de,Multilingual,2.552000531432907,1.4861355895747408,4.999120961893562,2.3826782992153333
gpt-5.1,Rwanda,646.0,en-native,Multilingual,-1.1719516347036474,-1.2234381400063028,-1.741232458813602,-1.9797354054101477
gpt-5.1,Tunisia,788.0,ar,Multilingual,-0.7977913036462517,0.18351877074161388,-1.0640022595997158,0.28546522089399834
gpt-5.1,Nicaragua,558.0,en,Multilingual,-0.5667270060209334,-1.040318008631538,-0.6457758808978894,-1.6849119938967763
gpt-5.1,Argentina,32.0,es,Multilingual,0.8120451595857379,0.9241221272782968,1.8498017388501857,1.477836624918058
gpt-5.1,Lebanon,422.0,en,Multilingual,-1.8759857375800655,0.4680080688645209,-3.0155341850199187,0.7434929908718787
gpt-5.1,Egypt,818.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Jordan,400.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Taiwan,158.0,zh-tw,Multilingual,0.9138097307518335,2.037934937078782,2.0339956126608185,3.2710752486968393
gpt-5.1,Russia,643.0,en,Multilingual,-0.28551221652777836,-0.2707990340938757,-0.13677711191527886,-0.44598644489113987
gpt-5.1,Nigeria,566.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Kuwait,414.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Hong Kong,344.0,en-native,Multilingual,0.03112432102824275,1.8349200692827945,0.4363350210611194,2.9442213115452995
gpt-5.1,Kazakhstan,398.0,ru,Multilingual,-0.6627480378329335,-0.7154811802132015,-0.8195739484776096,-1.1619247001432544
gpt-5.1,Palestine,275.0,ar,Multilingual,-1.8392668361402633,-0.4788168324686241,-2.9490729734138768,-0.7808951002744848
gpt-5.1,Mexico,484.0,en,Multilingual,0.13909556653215985,-0.533731475199641,0.6317629754232094,-0.8693076750714221
gpt-5.1,Puerto Rico,630.0,en-native,Multilingual,0.8123222448859745,-0.5030419317799891,1.8503032632436138,-0.8198975101657826
gpt-5.1,Qatar,634.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,South Africa,710.0,en-native,Multilingual,-0.4440257497345871,0.1875729144128143,-0.4236866070196026,0.291992392204631
gpt-5.1,Palestine,275.0,en,Multilingual,-0.2894036543637953,-1.1994529062332118,-0.1438206143984695,-1.9411191790354712
gpt-5.1,China,156.0,zh-cn,Multilingual,0.4902923068059714,0.5562728467905097,1.2674290753188084,0.8855992833327206
gpt-5.1,Portugal,620.0,pt,Multilingual,0.963203539192809,1.6549476094418314,2.1233984059389845,2.654465651201349
gpt-5.1,United Kingdom,826.0,en-native,Multilingual,1.834782591552015,2.5155723011750637,3.7009564907091472,4.040071404891853
gpt-5.1,Spain,724.0,en,Multilingual,1.7674660161032767,2.3876522474663093,3.579113489146931,3.8341201184207585
gpt-5.1,Korea,410.0,ko,Multilingual,0.3994573918183034,0.9624683639530218,1.1030178791911291,1.5395740659643653
gpt-5.1,Ireland,372.0,en-native,Multilingual,3.345953994328173,0.8259671043698561,6.436176729733993,1.3198070380354683
gpt-5.1,Malta,470.0,en-native,Multilingual,0.302071131022496,-0.5505517648562905,0.9267487471507178,-0.8963883414186278
gpt-5.1,Austria,40.0,en,Multilingual,1.6451731487390553,2.306574741816376,3.35776339921769,3.7035853343243654
gpt-5.1,Bolivia,68.0,en,Multilingual,-0.3149444997979241,-0.9615061775389084,-0.19004954463424262,-1.5580249458376427
gpt-5.1,Jordan,400.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Guatemala,320.0,en,Multilingual,-0.38817255216386143,-1.8647370822049938,-0.32259231941658917,-3.01222670235004
gpt-5.1,Yemen,887.0,ar,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gpt-5.1,Lebanon,422.0,ar,Multilingual,-1.082531746838942,-0.19109356531032817,-1.579382461778485,-0.31766064014962836
gpt-5.1,Venezuela,862.0,es,Multilingual,-0.20219351101943644,-0.5903019792268551,0.01402974505482002,-0.9603861865552368
gpt-5.1,Belarus,112.0,en,Multilingual,-0.5466942716456046,0.5426812434981106,-0.6095166316785443,0.8637168020319582
gpt-5.1,Guatemala,320.0,es,Multilingual,-0.9080160835725296,-1.0968885126587522,-1.2635091112662789,-1.7759905053805911
gpt-5.1,Malaysia,458.0,en-native,Multilingual,-1.2241744306058386,-0.23656568700794492,-1.835755719396568,-0.39087075608279137
gpt-5.1,Venezuela,862.0,en,Multilingual,-0.23991608810943332,1.046531551738938,-0.05424811947807434,1.6749157982996903
gpt-5.1,Belgium,56.0,fr,Multilingual,1.4876645277393676,2.4812466568369036,3.0726727952082555,3.9848071175074153
gpt-5.1,Qatar,634.0,en,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
gpt-5.1,Kenya,404.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gpt-5.1,Ecuador,218.0,en,Multilingual,-0.25097877390346585,-0.7458007759100207,-0.07427158076527318,-1.2107392492151334
deepseek-chat-v3.1,Peru,604.0,en,Multilingual,-0.30898248392126876,-0.7114270365420011,-0.17925829589749642,-1.155397528832622
deepseek-chat-v3.1,Guatemala,320.0,es,Multilingual,-0.16535673583360813,-0.6926419422463336,0.0807043081411693,-1.125153527016597
deepseek-chat-v3.1,Bolivia,68.0,es,Multilingual,-0.2838036812575422,-0.7692772801833719,-0.13368466307615134,-1.248536421095229
deepseek-chat-v3.1,Brazil,76.0,pt,Multilingual,0.6179095506342566,1.3004368732284264,1.4984162866480046,2.0837033658977666
deepseek-chat-v3.1,Taiwan,158.0,en,Multilingual,0.31935036938453343,0.09241758233382139,0.9580241685860055,0.13879230755745242
deepseek-chat-v3.1,Belgium,56.0,en,Multilingual,2.2019359459897005,2.2339419198970405,4.365504062241358,3.5866464910342355
deepseek-chat-v3.1,Yemen,887.0,en,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Australia,36.0,en-native,Multilingual,2.6164936523008717,0.6538928123729694,5.115853510664578,1.0427674279204808
deepseek-chat-v3.1,Chile,152.0,en,Multilingual,0.44055020386026006,-0.29026948972588607,1.1773958689870707,-0.4773338784586766
deepseek-chat-v3.1,Belarus,112.0,ru,Multilingual,-0.956481078215807,-0.853038503143302,-1.3512307515706108,-1.3833919900607163
deepseek-chat-v3.1,Portugal,620.0,en,Multilingual,0.4486527696181742,-0.03687289773613726,1.1920615130088952,-0.06936536535518098
deepseek-chat-v3.1,France,250.0,fr,Multilingual,1.6072038990902975,1.6222942575473005,3.2890390573534383,2.601893754651154
deepseek-chat-v3.1,Ghana,288.0,en-native,Multilingual,-0.3940015384249121,-1.8424922225159397,-0.33314278454909085,-2.976412478250663
deepseek-chat-v3.1,Qatar,634.0,en,Multilingual,-0.7685719843981489,-2.0946090748915314,-1.0111152917606496,-3.3823206105753654
deepseek-chat-v3.1,China,156.0,zh-cn,Multilingual,-0.43068055399421007,0.07863548269422788,-0.39953180272952027,0.11660312713770689
deepseek-chat-v3.1,Trinidad and Tobago,780.0,en-native,Multilingual,-0.07825330630744473,-1.5479749897944222,0.23836151558352503,-2.5022397335690196
deepseek-chat-v3.1,New Zealand,554.0,en-native,Multilingual,3.37448364654618,0.6803315128083525,6.487815400248586,1.0853337356214476
deepseek-chat-v3.1,Macao,446.0,en,Multilingual,0.13556991283262482,-0.13882483671392076,0.6253815422270509,-0.23350798710941245
deepseek-chat-v3.1,Spain,724.0,en,Multilingual,0.75112874119348,0.7216220141488559,1.7395430215601988,1.151811442779658
deepseek-chat-v3.1,Canada,124.0,en-native,Multilingual,3.195929192689108,1.5047505863818076,6.164631838767285,2.4126484440747107
deepseek-chat-v3.1,Mali,466.0,en,Multilingual,-1.2942445020678683,-1.3045156456562361,-1.9625825487428417,-2.11027018950654
deepseek-chat-v3.1,Egypt,818.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Haiti,332.0,fr,Multilingual,-2.7143309971194927,0.0013095007497079998,-4.532939104786282,-0.00789170379297012
deepseek-chat-v3.1,Puerto Rico,630.0,es,Multilingual,0.6185048373623256,-0.5363851737986401,1.4994937556258097,-0.8735801298158107
deepseek-chat-v3.1,Japan,392.0,en,Multilingual,0.3375196391788402,0.2449353244123428,0.9909105469137008,0.38434587230387196
deepseek-chat-v3.1,Argentina,32.0,en,Multilingual,0.3166849940526153,-0.10014771140991248,0.9531998392352337,-0.1712378153699591
deepseek-chat-v3.1,Russia,643.0,en,Multilingual,-0.4499428566770111,-0.5376468370939347,-0.43439657058539016,-0.8756114077212349
deepseek-chat-v3.1,Colombia,170.0,es,Multilingual,-0.10002322470563359,-0.5380348611356298,0.1989579632828032,-0.876236126428364
deepseek-chat-v3.1,Singapore,702.0,zh-cn,Multilingual,0.5101403588058618,0.11329201566167117,1.30335404943861,0.1724001452152906
deepseek-chat-v3.1,Kuwait,414.0,ar,Multilingual,-0.7685719843981489,-2.0946090748915314,-1.0111152917606496,-3.3823206105753654
deepseek-chat-v3.1,France,250.0,en,Multilingual,1.3712006466361975,2.3779242914979157,2.8618731704115175,3.8184581093116448
deepseek-chat-v3.1,Iraq,368.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat-v3.1,Guatemala,320.0,en,Multilingual,-0.6990568243568944,-0.9234963372523808,-0.885292852085979,-1.4968291029763332
deepseek-chat-v3.1,Burkina Faso,854.0,en,Multilingual,-1.094960151053571,-1.1133207782737065,-1.6018778734069636,-1.8024464530206674
deepseek-chat-v3.1,Nigeria,566.0,en-native,Multilingual,-1.2942445020678683,-1.3045156456562361,-1.9625825487428417,-2.11027018950654
deepseek-chat-v3.1,Korea,410.0,en,Multilingual,-0.44144849508404227,-0.3673264030392548,-0.41902177610211655,-0.6013955088932003
deepseek-chat-v3.1,Belarus,112.0,en,Multilingual,-0.595431462384195,-0.5875611265044469,-0.6977309469153928,-0.9559734136721596
deepseek-chat-v3.1,Uruguay,858.0,en,Multilingual,0.67053990520258,1.057679639603577,1.59367722841667,1.6928642197617592
deepseek-chat-v3.1,China,156.0,en,Multilingual,0.19004796915089261,0.22170806240377994,0.7239868241631157,0.34694998047008574
deepseek-chat-v3.1,Pakistan,586.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Iraq,368.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Taiwan,158.0,zh-tw,Multilingual,0.500465450604524,0.13109470763782965,1.2858424655941882,0.20106247929690574
deepseek-chat-v3.1,Spain,724.0,es,Multilingual,1.1237009669763742,1.5725868315541025,2.4138987502272373,2.5218647988021052
deepseek-chat-v3.1,Algeria,12.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Rwanda,646.0,fr,Multilingual,-1.4107083831710385,-1.4078380109952238,-2.1733821735395797,-2.2766191977023102
deepseek-chat-v3.1,Belgium,56.0,de,Multilingual,1.2812812866173509,1.3466465678319772,2.6991191287774052,2.158100974209484
deepseek-chat-v3.1,Bolivia,68.0,en,Multilingual,-0.31865739212260663,-0.6936243445658427,-0.19676987974191806,-1.1267351947510067
deepseek-chat-v3.1,Yemen,887.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat-v3.1,Luxembourg,442.0,en,Multilingual,3.13848039409208,1.4359615467589677,6.0606495133066645,2.3018980902819384
deepseek-chat-v3.1,Uruguay,858.0,es,Multilingual,0.75112874119348,0.7216220141488559,1.7395430215601988,1.151811442779658
deepseek-chat-v3.1,Morocco,504.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Philippines,608.0,en-native,Multilingual,-0.6285766379790232,-1.010386436976414,-0.757723714742032,-1.6367221635320266
deepseek-chat-v3.1,Malta,470.0,en-native,Multilingual,0.4651216904171792,-1.3349232867645335,1.2218702596550943,-2.159226491690899
deepseek-chat-v3.1,Switzerland,756.0,de,Multilingual,0.7400223838290952,1.3792318380861008,1.7194405147306626,2.2105632593186226
deepseek-chat-v3.1,Ireland,372.0,en-native,Multilingual,3.2398504956487026,0.4244914053908432,6.244129397124152,0.6734311626792575
deepseek-chat-v3.1,Ecuador,218.0,en,Multilingual,-0.31865739212260663,-0.6936243445658427,-0.19676987974191806,-1.1267351947510067
deepseek-chat-v3.1,Luxembourg,442.0,de,Multilingual,0.7400223838290952,1.3792318380861008,1.7194405147306626,2.2105632593186226
deepseek-chat-v3.1,Hong Kong,344.0,zh-cn,Multilingual,0.7507448090231973,0.9009820193931426,1.738848104331987,1.4405810512229598
deepseek-chat-v3.1,Italy,380.0,en,Multilingual,0.19054620474810727,-0.18566738477274158,0.7248886305940742,-0.308924489484114
deepseek-chat-v3.1,Nicaragua,558.0,es,Multilingual,-0.9629923754880122,-1.0500459645999312,-1.3630161996333023,-1.7005740030058893
deepseek-chat-v3.1,Jordan,400.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Venezuela,862.0,en,Multilingual,-1.1871221351482577,0.7309740613049219,-1.7686910646183467,1.1668682387009244
deepseek-chat-v3.1,Lebanon,422.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat-v3.1,United States,840.0,en-native,Multilingual,1.6462687378772591,0.8713840417801841,3.359746415557839,1.3929283072660965
deepseek-chat-v3.1,Hong Kong,344.0,zh-hk,Multilingual,0.21531489249599237,0.911322429958212,0.7697199554177462,1.4572291122327214
deepseek-chat-v3.1,Rwanda,646.0,en-native,Multilingual,-0.6230833786909652,-2.0446947854810196,-0.7477809154306471,-3.3019586046244416
deepseek-chat-v3.1,Canada,124.0,fr,Multilingual,1.6072038990902975,1.6222942575473005,3.2890390573534383,2.601893754651154
deepseek-chat-v3.1,Malaysia,458.0,en-native,Multilingual,-0.8562034025861799,-0.9289209072847853,-1.1697281586809858,-1.5055626607285044
deepseek-chat-v3.1,Kazakhstan,398.0,ru,Multilingual,-0.956481078215807,-0.853038503143302,-1.3512307515706108,-1.3833919900607163
deepseek-chat-v3.1,Kazakhstan,398.0,en,Multilingual,-0.5760816459815192,-0.6231665104567639,-0.6627077792265498,-1.0132980818353898
deepseek-chat-v3.1,Egypt,818.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,Palestine,275.0,en,Multilingual,-1.414471814455178,-0.6147244680617353,-2.1801939841638722,-0.999706393579394
deepseek-chat-v3.1,United Kingdom,826.0,en-native,Multilingual,1.1910175424251128,1.7005068852628569,2.535741751789454,2.7278160852732
deepseek-chat-v3.1,Puerto Rico,630.0,en-native,Multilingual,1.2393083554117752,-1.1608638263406816,2.623148123295313,-1.8789907604084977
deepseek-chat-v3.1,Qatar,634.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Argentina,32.0,es,Multilingual,0.4345366527484804,1.8133096735541923,1.1665113414747497,2.90942857442225
deepseek-chat-v3.1,Italy,380.0,it,Multilingual,0.7014102647436183,0.7985549022502553,1.6495525791859493,1.2756733926229111
deepseek-chat-v3.1,Tunisia,788.0,en,Multilingual,-0.9881711781517387,-0.9921957209585603,-1.408589832454647,-1.6074351107432823
deepseek-chat-v3.1,Kyrgyzstan,417.0,en,Multilingual,-0.9111796945016624,-0.8820783592259643,-1.2692352470480088,-1.4301461583538027
deepseek-chat-v3.1,Hong Kong,344.0,en-native,Multilingual,0.21798026782791063,1.103887723701946,0.7745442847685182,1.767259235160133
deepseek-chat-v3.1,Burkina Faso,854.0,fr,Multilingual,-2.062519690145266,-0.7032642551227579,-3.3531606391629314,-1.1422554507476403
deepseek-chat-v3.1,Chile,152.0,es,Multilingual,-0.004774350579877133,0.4720648538712908,0.3713584254504224,0.7500244147327783
deepseek-chat-v3.1,Switzerland,756.0,fr,Multilingual,2.0585434418597064,0.5584312636272385,4.105963629766069,0.8890743344398541
deepseek-chat-v3.1,Portugal,620.0,pt,Multilingual,0.9854704637380737,1.7629217113239106,2.1637015393659134,2.8283039552314966
deepseek-chat-v3.1,Colombia,170.0,en,Multilingual,0.4651216904171792,-1.3349232867645335,1.2218702596550943,-2.159226491690899
deepseek-chat-v3.1,Lebanon,422.0,en,Multilingual,-1.0554877536004772,-1.120115774667315,-1.5304328340168638,-1.813386397214377
deepseek-chat-v3.1,Palestine,275.0,ar,Multilingual,-2.062519690145266,-0.7032642551227579,-3.3531606391629314,-1.1422554507476403
deepseek-chat-v3.1,Zimbabwe,716.0,en-native,Multilingual,-0.9784962699504007,-1.0099984129347188,-1.3910782486102256,-1.6360974448248975
deepseek-chat-v3.1,Venezuela,862.0,es,Multilingual,-1.0551543595826989,0.7942488749786971,-1.529829390844685,1.2687406887157024
deepseek-chat-v3.1,Nicaragua,558.0,en,Multilingual,-0.6990568243568944,-0.9234963372523808,-0.885292852085979,-1.4968291029763332
deepseek-chat-v3.1,Austria,40.0,en,Multilingual,1.1874201900842891,2.1466818724501744,2.529230544052563,3.4461578146447813
deepseek-chat-v3.1,Peru,604.0,es,Multilingual,-0.10002322470563359,-0.5380348611356298,0.1989579632828032,-0.876236126428364
deepseek-chat-v3.1,Switzerland,756.0,en,Multilingual,2.418667037446752,2.2929658905865464,4.7577873377786215,3.68167508384434
deepseek-chat-v3.1,Zambia,894.0,en-native,Multilingual,-1.1622767265023095,-1.241240831982461,-1.7237208749691804,-2.0083977394917625
deepseek-chat-v3.1,Austria,40.0,de,Multilingual,0.7400223838290952,1.3792318380861008,1.7194405147306626,2.2105632593186226
deepseek-chat-v3.1,Germany,276.0,en,Multilingual,1.727993618650183,2.394447243859918,3.507668449756831,3.8450600626144684
deepseek-chat-v3.1,Libya,434.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat-v3.1,Ecuador,218.0,es,Multilingual,-0.5353108281740306,0.02640030543245595,-0.5889125989949955,0.032504491746254076
deepseek-chat-v3.1,Singapore,702.0,en-native,Multilingual,-0.19568221374723133,-0.3932945177702258,0.025815193117511293,-0.6432041736100635
deepseek-chat-v3.1,Macao,446.0,pt,Multilingual,0.6219406443867713,0.6228970522865798,1.5057125663400561,0.9928642541813935
deepseek-chat-v3.1,Tunisia,788.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
deepseek-chat-v3.1,Haiti,332.0,en,Multilingual,-0.9138450698335805,-1.074643652969698,-1.2740595763987805,-1.740176281281214
deepseek-chat-v3.1,Belgium,56.0,fr,Multilingual,1.2450618573316898,2.292404618135087,2.6335619617703587,3.6807714351974905
deepseek-chat-v3.1,Libya,434.0,en,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Mali,466.0,fr,Multilingual,-2.062519690145266,-0.7032642551227579,-3.3531606391629314,-1.1422554507476403
deepseek-chat-v3.1,Korea,410.0,ko,Multilingual,-0.16096153249777154,-0.7412714540737164,0.0886596261790335,-1.2034470410586835
deepseek-chat-v3.1,Switzerland,756.0,it,Multilingual,2.580530183650914,1.3404999980132368,5.0507596324081545,2.1482049968013115
deepseek-chat-v3.1,Russia,643.0,ru,Multilingual,-0.7138784078081288,-0.6641964644414852,-0.9121199181327132,-1.0793563077507913
deepseek-chat-v3.1,Kenya,404.0,en-native,Multilingual,-1.0458128453991393,-1.1379184666434734,-1.5129212501724423,-1.8420487312959923
deepseek-chat-v3.1,Brazil,76.0,en,Multilingual,1.03537913506389,-0.4454365798190946,2.254036234465641,-0.7271528935087423
deepseek-chat-v3.1,Algeria,12.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Mexico,484.0,es,Multilingual,0.1639123264254842,-0.41148523378807933,0.6766813108301264,-0.6724912263988078
deepseek-chat-v3.1,Jordan,400.0,ar,Multilingual,-1.4203832913723764,-1.3900353190190653,-2.1908937573840013,-2.2479568636206952
deepseek-chat-v3.1,Japan,392.0,ja,Multilingual,-0.19301683841531328,-0.200729224026492,0.030639522468282943,-0.3331740506826521
deepseek-chat-v3.1,Germany,276.0,de,Multilingual,0.7134778627447722,2.307187196413052,1.6713949315680376,3.7045713862250143
deepseek-chat-v3.1,Kuwait,414.0,en,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
deepseek-chat-v3.1,Macao,446.0,zh-cn,Multilingual,0.20682053090302366,0.7410019959035322,0.7543451609344729,1.183013213404687
deepseek-chat-v3.1,Kyrgyzstan,417.0,ru,Multilingual,-0.8918298780989866,-0.9176837431782813,-1.2342120793591658,-1.4874708265170329
deepseek-chat-v3.1,Morocco,504.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
deepseek-chat-v3.1,South Africa,710.0,en-native,Multilingual,-0.23506649051895187,0.3609650898191856,-0.04547034783930287,0.5711537946088889
deepseek-chat-v3.1,Luxembourg,442.0,fr,Multilingual,1.5664318447258823,0.5664188455115952,3.215241638953847,0.9019343412736682
deepseek-chat-v3.1,Mexico,484.0,en,Multilingual,-0.18668961655704785,-0.6303495308920675,0.0420917940317434,-1.0248627447362286
phi-3-mini-128k-instruct,France,250.0,fr,Multilingual,1.6283622953008077,0.8159329317347251,3.3273357544944617,1.3036520200929076
phi-3-mini-128k-instruct,Zambia,894.0,en-native,Multilingual,0.7329302799347551,0.10034883894414008,1.706603806681907,0.15156163070006554
phi-3-mini-128k-instruct,Lebanon,422.0,ar,Multilingual,-1.4923672480432233,2.312572254021327,-2.3211847189582344,3.7132413289743367
phi-3-mini-128k-instruct,Rwanda,646.0,en-native,Multilingual,0.7329302799347551,0.10034883894414008,1.706603806681907,0.15156163070006554
phi-3-mini-128k-instruct,Bolivia,68.0,es,Multilingual,1.488977428199697,0.21891088440733408,3.0750491450414517,0.3424465238958079
phi-3-mini-128k-instruct,Bolivia,68.0,en,Multilingual,0.996865831065873,0.22689846629169055,2.1843271542292304,0.3553065307296218
phi-3-mini-128k-instruct,Libya,434.0,en,Multilingual,0.7329302799347551,0.10034883894414008,1.706603806681907,0.15156163070006554
phi-3-mini-128k-instruct,Taiwan,158.0,zh-tw,Multilingual,1.3976996518247913,0.5257572287445245,2.909836369802872,0.8364691382786844
phi-3-mini-128k-instruct,Haiti,332.0,en,Multilingual,0.996865831065873,0.22689846629169055,2.1843271542292304,0.3553065307296218
phi-3-mini-128k-instruct,Mexico,484.0,es,Multilingual,1.479302519998359,0.23671357638349264,3.0575375611970297,0.37110885797742316
phi-3-mini-128k-instruct,Canada,124.0,en-native,Multilingual,1.7603300708663665,0.8792077454085006,3.5661974282681235,1.4055244701076859
phi-3-mini-128k-instruct,Taiwan,158.0,en,Multilingual,1.2634667575289082,0.5460133873829748,2.666874831127324,0.8690815536865895
phi-3-mini-128k-instruct,Rwanda,646.0,fr,Multilingual,0.22056307213490844,-0.19279796741617322,0.7792191605641843,-0.3204047275400389
phi-3-mini-128k-instruct,France,250.0,en,Multilingual,1.7603300708663665,0.8792077454085006,3.5661974282681235,1.4055244701076859
phi-3-mini-128k-instruct,Belgium,56.0,en,Multilingual,1.7603300708663665,0.8792077454085006,3.5661974282681235,1.4055244701076859
