model_name,country,native_language,en_distance,native_distance,english_advantage,internet_collectivity_index,colonial_power,has_colonial_history,gdp_per_capita,HDI,freedom_on_net
gemma-3-4b-it,Mali,fr,1.663892136507167,2.914245114274776,42.904866568808345,,FR,1,976.914116406452,0.419,
gpt-4o,Mali,fr,1.0819969870944672,2.551468701155012,57.593170294244125,,FR,1,976.914116406452,0.419,
gpt-4o-mini,Mali,fr,1.4589745353731656,0.9539549465520504,-52.93956393291369,,FR,1,976.914116406452,0.419,
gpt-5.1,Mali,fr,1.8514495780429896,1.8514495780429896,0.0,,FR,1,976.914116406452,0.419,
grok-4.1-fast,Mali,fr,3.869152350015924,4.607954420047736,16.033189625694217,,FR,1,976.914116406452,0.419,
kimi-k2,Mali,fr,0.7064653454825685,0.722763796314968,2.2550176026383277,,FR,1,976.914116406452,0.419,
llama-3.2-3b-instruct,Mali,fr,4.49702708938214,3.978578688571682,-13.030995272248392,,FR,1,976.914116406452,0.419,
llama-3.3-70b-instruct,Mali,fr,1.8514495780429896,2.2342394739312184,17.132894676446533,,FR,1,976.914116406452,0.419,
mistral-medium-3.1,Mali,fr,2.7239569617817545,2.094693663516526,-30.04082693451389,,FR,1,976.914116406452,0.419,
mistral-nemo,Mali,fr,2.292289540362754,1.8177724952192351,-26.104314285286215,,FR,1,976.914116406452,0.419,
phi-3-mini-128k-instruct,Mali,fr,2.2657877940902864,1.5125296849326908,-49.80121161662466,,FR,1,976.914116406452,0.419,
qwen3-max,Mali,fr,1.6628510690398597,3.712034023751017,55.203776193852185,,FR,1,976.914116406452,0.419,
claude-3-7-sonnet-20250219,Mexico,es,1.112660245157986,2.2898447370898993,51.40892187423872,49.45,ES,1,11405.7940473759,0.789,61.0
claude-sonnet-4.5,Mexico,es,0.7291000680324681,1.9312387750056152,62.24702623680761,49.45,ES,1,11405.7940473759,0.789,61.0
deepseek-chat,Mexico,es,1.020818320241594,0.9061561216581112,-12.653691327899496,49.45,ES,1,11405.7940473759,0.789,61.0
deepseek-chat-v3.1,Mexico,es,0.7793260729305991,0.9368109878989196,16.810745924482344,49.45,ES,1,11405.7940473759,0.789,61.0
doubao-1-5-pro-32k-250115,Mexico,es,0.970967934491922,0.86955003020679,-11.66326269473115,49.45,ES,1,11405.7940473759,0.789,61.0
gemini-2.5-flash,Mexico,es,0.6935019228709243,0.8983658396380337,22.80406352601881,49.45,ES,1,11405.7940473759,0.789,61.0
gemini-2.5-pro,Mexico,es,0.9878033544993402,0.8794922218000051,-12.31518938026093,49.45,ES,1,11405.7940473759,0.789,61.0
gemini-3-pro-preview,Mexico,es,1.068349737109524,0.9570591505856624,-11.628391667929666,49.45,ES,1,11405.7940473759,0.789,61.0
gemma-3-4b-it,Mexico,es,4.129526364592587,2.8240447601142424,-46.227369442456464,49.45,ES,1,11405.7940473759,0.789,61.0
gpt-4o,Mexico,es,0.968799233841723,0.6740587740267086,-43.726225541770894,49.45,ES,1,11405.7940473759,0.789,61.0
gpt-4o-mini,Mexico,es,1.6944523624579562,4.712733575615552,64.04523329675737,49.45,ES,1,11405.7940473759,0.789,61.0
gpt-5.1,Mexico,es,0.7363678734410332,0.8462991544166337,12.989647975174664,49.45,ES,1,11405.7940473759,0.789,61.0
grok-4.1-fast,Mexico,es,1.836829805753682,1.8599192687108737,1.2414228588101517,49.45,ES,1,11405.7940473759,0.789,61.0
kimi-k2,Mexico,es,0.6755102000841063,0.841304814565844,19.706842467946192,49.45,ES,1,11405.7940473759,0.789,61.0
llama-3.2-3b-instruct,Mexico,es,4.35888750415525,3.4576973959700505,-26.063301815697855,49.45,ES,1,11405.7940473759,0.789,61.0
llama-3.3-70b-instruct,Mexico,es,1.0347862076020868,2.281367763368736,54.64185019980775,49.45,ES,1,11405.7940473759,0.789,61.0
mistral-medium-3.1,Mexico,es,0.9105053130786604,0.984085027609093,7.47696717926904,49.45,ES,1,11405.7940473759,0.789,61.0
mistral-nemo,Mexico,es,3.647091444176676,2.2713084506180636,-60.572265875391665,49.45,ES,1,11405.7940473759,0.789,61.0
phi-3-mini-128k-instruct,Mexico,es,3.0678634926489137,3.1792400366589986,3.503244257301451,49.45,ES,1,11405.7940473759,0.789,61.0
qwen3-max,Mexico,es,1.112660245157986,2.2478651429800833,50.50146808705399,49.45,ES,1,11405.7940473759,0.789,61.0
claude-3-7-sonnet-20250219,Morocco,ar,0.8427844892914065,0.6367383872045228,-32.359616795131416,,FR,1,3463.1376953125,0.71,54.0
claude-sonnet-4.5,Morocco,ar,1.0469900887447774,1.2269346652800452,14.666190599007638,,FR,1,3463.1376953125,0.71,54.0
deepseek-chat,Morocco,ar,0.8179564911615146,0.8443133232346726,3.121688518686591,,FR,1,3463.1376953125,0.71,54.0
deepseek-chat-v3.1,Morocco,ar,1.2269346652800452,1.4723260102841684,16.66691638197447,,FR,1,3463.1376953125,0.71,54.0
doubao-1-5-pro-32k-250115,Morocco,ar,1.4723260102841684,1.9131355918690751,23.04120959634906,,FR,1,3463.1376953125,0.71,54.0
gemini-2.5-flash,Morocco,ar,1.4723260102841684,1.2269346652800452,-20.00035959112078,,FR,1,3463.1376953125,0.71,54.0
gemini-2.5-pro,Morocco,ar,1.2269346652800452,1.2269346652800452,0.0,,FR,1,3463.1376953125,0.71,54.0
gemini-3-pro-preview,Morocco,ar,1.2269346652800452,1.2269346652800452,0.0,,FR,1,3463.1376953125,0.71,54.0
gemma-3-4b-it,Morocco,ar,1.5903608371843785,4.1598717831571586,61.768993851599795,,FR,1,3463.1376953125,0.71,54.0
gpt-4o,Morocco,ar,0.7570849100843556,0.7437060297980089,-1.7989473999532342,,FR,1,3463.1376953125,0.71,54.0
gpt-4o-mini,Morocco,ar,1.452924175736923,1.553187830321728,6.455346393232849,,FR,1,3463.1376953125,0.71,54.0
gpt-5.1,Morocco,ar,1.0469900887447774,1.0701134469961289,2.1608324160639323,,FR,1,3463.1376953125,0.71,54.0
grok-4.1-fast,Morocco,ar,1.4723260102841684,1.4723260102841684,0.0,,FR,1,3463.1376953125,0.71,54.0
kimi-k2,Morocco,ar,1.0469900887447774,0.6367383872045228,-64.43018196867094,,FR,1,3463.1376953125,0.71,54.0
llama-3.2-3b-instruct,Morocco,ar,4.300127912037503,6.127337993634661,29.820618407134404,,FR,1,3463.1376953125,0.71,54.0
llama-3.3-70b-instruct,Morocco,ar,1.2269346652800452,0.8443133232346726,-45.31745875802377,,FR,1,3463.1376953125,0.71,54.0
mistral-medium-3.1,Morocco,ar,0.8443133232346726,1.0469900887447774,19.358040509542104,,FR,1,3463.1376953125,0.71,54.0
mistral-nemo,Morocco,ar,3.3073807884102395,4.289316296823874,22.892588013169657,,FR,1,3463.1376953125,0.71,54.0
phi-3-mini-128k-instruct,Morocco,ar,3.356068986801102,4.764876380762298,29.566504592839216,,FR,1,3463.1376953125,0.71,54.0
qwen3-max,Morocco,ar,0.9889766369178378,0.9889766369178378,0.0,,FR,1,3463.1376953125,0.71,54.0
claude-3-7-sonnet-20250219,Nicaragua,es,1.942348902089084,1.934646479621693,-0.3981307462900056,,ES,1,2322.89053964583,0.706,41.0
claude-sonnet-4.5,Nicaragua,es,0.6706947363299108,1.84611394632681,63.669916601606104,,ES,1,2322.89053964583,0.706,41.0
deepseek-chat,Nicaragua,es,0.6907505026617272,0.7996071771912936,13.61376906494726,,ES,1,2322.89053964583,0.706,41.0
deepseek-chat-v3.1,Nicaragua,es,0.5774490197411446,0.8692366836977882,33.56826390659909,,ES,1,2322.89053964583,0.706,41.0
doubao-1-5-pro-32k-250115,Nicaragua,es,1.2486514220031422,0.10801208515323,-1056.0293648916763,,ES,1,2322.89053964583,0.706,41.0
gemini-2.5-flash,Nicaragua,es,2.119208304416583,1.2990692225920328,-63.13282368341594,,ES,1,2322.89053964583,0.706,41.0
gemini-2.5-pro,Nicaragua,es,1.0662855631368682,4.80109211478525,77.79077056544743,,ES,1,2322.89053964583,0.706,41.0
gemini-3-pro-preview,Nicaragua,es,1.1855242133889667,1.1855242133889667,0.0,,ES,1,2322.89053964583,0.706,41.0
gemma-3-4b-it,Nicaragua,es,2.845848374958214,2.2874136725695395,-24.413367336453984,,ES,1,2322.89053964583,0.706,41.0
gpt-4o,Nicaragua,es,0.4937408570723803,0.5272651895818732,6.358153955901768,,ES,1,2322.89053964583,0.706,41.0
gpt-4o-mini,Nicaragua,es,2.1732583388598075,3.011839848312225,27.842832012543496,,ES,1,2322.89053964583,0.706,41.0
gpt-5.1,Nicaragua,es,0.2915058563272248,0.7533769244794858,61.30677130459914,,ES,1,2322.89053964583,0.706,41.0
grok-4.1-fast,Nicaragua,es,2.2813148119547484,2.2813148119547484,0.0,,ES,1,2322.89053964583,0.706,41.0
kimi-k2,Nicaragua,es,0.4460217031641046,0.634872631054142,29.746270141850257,,ES,1,2322.89053964583,0.706,41.0
llama-3.2-3b-instruct,Nicaragua,es,4.007848642951155,4.185353062241589,4.241085916784439,,ES,1,2322.89053964583,0.706,41.0
llama-3.3-70b-instruct,Nicaragua,es,0.7651528090235236,2.0244221718760316,62.20389108293274,,ES,1,2322.89053964583,0.706,41.0
mistral-medium-3.1,Nicaragua,es,0.6792794534417104,0.7206624171788123,5.742350752673412,,ES,1,2322.89053964583,0.706,41.0
mistral-nemo,Nicaragua,es,3.031002324569044,2.9406813357325357,-3.0714306830532214,,ES,1,2322.89053964583,0.706,41.0
phi-3-mini-128k-instruct,Nicaragua,es,4.100717215693529,4.275494191188793,4.087877744178792,,ES,1,2322.89053964583,0.706,41.0
qwen3-max,Nicaragua,es,1.081235818504774,1.8730000466057628,42.27251513078274,,ES,1,2322.89053964583,0.706,41.0
claude-3-7-sonnet-20250219,Palestine,ar,1.138644818628273,1.2211268475729016,6.754583203912764,,UK,1,3562.33094270256,0.674,
claude-sonnet-4.5,Palestine,ar,0.7832792855627375,0.8587505064752232,8.788492157315916,,UK,1,3562.33094270256,0.674,
deepseek-chat,Palestine,ar,0.6390463440344782,1.8229690939165517,64.94475160511244,,UK,1,3562.33094270256,0.674,
deepseek-chat-v3.1,Palestine,ar,0.4451311913793872,1.6174332885590283,72.47916223018048,,UK,1,3562.33094270256,0.674,
doubao-1-5-pro-32k-250115,Palestine,ar,2.1474878887273827,0.1888544445258637,-1037.1127082123198,,UK,1,3562.33094270256,0.674,
gemini-2.5-flash,Palestine,ar,0.7653827009961176,0.7653827009961176,0.0,,UK,1,3562.33094270256,0.674,
gemini-2.5-pro,Palestine,ar,0.6104098469178004,3.774354932485888,83.82743918267992,,UK,1,3562.33094270256,0.674,
gemini-3-pro-preview,Palestine,ar,1.4255699004046951,0.7870343751029764,-81.13184703249745,,UK,1,3562.33094270256,0.674,
gemma-3-4b-it,Palestine,ar,2.6385771241080285,4.457003567100807,40.799304187580645,,UK,1,3562.33094270256,0.674,
gpt-4o,Palestine,ar,0.7885009531246823,0.8294392259368811,4.93565671022583,,UK,1,3562.33094270256,0.674,
gpt-4o-mini,Palestine,ar,2.158778154614413,2.183736478554702,1.1429183047218063,,UK,1,3562.33094270256,0.674,
gpt-5.1,Palestine,ar,1.825201068188092,1.2410037160177856,-47.07458524338005,,UK,1,3562.33094270256,0.674,
grok-4.1-fast,Palestine,ar,0.7653827009961176,1.7894603345045992,57.22829468539133,,UK,1,3562.33094270256,0.674,
kimi-k2,Palestine,ar,1.6596615544251525,0.6060199973876048,-173.86250644855338,,UK,1,3562.33094270256,0.674,
llama-3.2-3b-instruct,Palestine,ar,4.583250879560307,5.264163944067216,12.934875732248187,,UK,1,3562.33094270256,0.674,
llama-3.3-70b-instruct,Palestine,ar,1.678338209608079,1.4255699004046951,-17.731035786573987,,UK,1,3562.33094270256,0.674,
mistral-medium-3.1,Palestine,ar,1.4255699004046951,1.8944236695113983,24.74915071281958,,UK,1,3562.33094270256,0.674,
mistral-nemo,Palestine,ar,4.080343728901973,4.578390332570563,10.878203200052608,,UK,1,3562.33094270256,0.674,
phi-3-mini-128k-instruct,Palestine,ar,2.1725803818786664,5.546296613131828,60.82826914206676,,UK,1,3562.33094270256,0.674,
qwen3-max,Palestine,ar,1.4255699004046951,2.8818191664377055,50.53229165080192,,UK,1,3562.33094270256,0.674,
claude-3-7-sonnet-20250219,Peru,es,1.278070128960836,1.278070128960836,0.0,53.22,ES,1,7350.63034300417,0.794,
claude-sonnet-4.5,Peru,es,1.2487469525962367,1.165282682939169,-7.162577019212843,53.22,ES,1,7350.63034300417,0.794,
deepseek-chat,Peru,es,0.0933399597471927,0.2429416091363674,61.57926174976501,53.22,ES,1,7350.63034300417,0.794,
deepseek-chat-v3.1,Peru,es,0.3797188565705258,0.7538217958975234,49.62750365709168,53.22,ES,1,7350.63034300417,0.794,
doubao-1-5-pro-32k-250115,Peru,es,1.07233028396991,0.8460915091263755,-26.73927966457616,53.22,ES,1,7350.63034300417,0.794,
gemini-2.5-flash,Peru,es,1.061369972252281,0.5776541778299951,-83.73795481570022,53.22,ES,1,7350.63034300417,0.794,
gemini-2.5-pro,Peru,es,0.5403331442958941,1.2739879198471968,57.5872631225026,53.22,ES,1,7350.63034300417,0.794,
gemini-3-pro-preview,Peru,es,0.8148132709283935,0.5483402110301665,-48.5963010806018,53.22,ES,1,7350.63034300417,0.794,
gemma-3-4b-it,Peru,es,2.174504149648836,2.288719841091707,4.990374505094118,53.22,ES,1,7350.63034300417,0.794,
gpt-4o,Peru,es,0.9937479877783438,0.7996115622193113,-24.278841719122905,53.22,ES,1,7350.63034300417,0.794,
gpt-4o-mini,Peru,es,2.2921975440110103,2.185639651553706,-4.875364170006489,53.22,ES,1,7350.63034300417,0.794,
gpt-5.1,Peru,es,0.5483402110301665,0.2216784638729876,-147.3583592424847,53.22,ES,1,7350.63034300417,0.794,
grok-4.1-fast,Peru,es,1.8247096894523325,1.4396185287363898,-26.749527949876583,53.22,ES,1,7350.63034300417,0.794,
kimi-k2,Peru,es,0.9594995814862388,0.3089104121877531,-210.6077178463842,53.22,ES,1,7350.63034300417,0.794,
llama-3.2-3b-instruct,Peru,es,3.701647753512812,3.4941158958019334,-5.939466918089965,53.22,ES,1,7350.63034300417,0.794,
llama-3.3-70b-instruct,Peru,es,0.4654020472510918,1.421177343074455,67.25235949481996,53.22,ES,1,7350.63034300417,0.794,
mistral-medium-3.1,Peru,es,0.2064739412838035,1.240883359318823,83.36072929552813,53.22,ES,1,7350.63034300417,0.794,
mistral-nemo,Peru,es,3.6839136061668993,2.0928944981279174,-76.02003395116857,53.22,ES,1,7350.63034300417,0.794,
phi-3-mini-128k-instruct,Peru,es,3.0559600555694972,3.8661337463508176,20.955656061977436,53.22,ES,1,7350.63034300417,0.794,
qwen3-max,Peru,es,1.364093299251326,1.1044677217804364,-23.506850616907577,53.22,ES,1,7350.63034300417,0.794,
claude-3-7-sonnet-20250219,Portugal,pt,4.19216350122425,1.9157052024545136,-118.831347111915,60.43,,0,24620.5197587181,0.89,
claude-sonnet-4.5,Portugal,pt,4.491239684456407,3.911704252264492,-14.815420461718723,60.43,,0,24620.5197587181,0.89,
deepseek-chat,Portugal,pt,1.607628042094809,2.278947932133007,29.45744747269712,60.43,,0,24620.5197587181,0.89,
deepseek-chat-v3.1,Portugal,pt,1.280989920964817,3.810499395486616,66.38262369278688,60.43,,0,24620.5197587181,0.89,
doubao-1-5-pro-32k-250115,Portugal,pt,1.2643529781341158,2.8928177574922533,56.293376073916,60.43,,0,24620.5197587181,0.89,
gemini-2.5-flash,Portugal,pt,2.6204794289100892,2.1422946923186945,-22.321146493334933,60.43,,0,24620.5197587181,0.89,
gemini-2.5-pro,Portugal,pt,3.3549423118314197,3.823310944331406,12.250341113228275,60.43,,0,24620.5197587181,0.89,
gemini-3-pro-preview,Portugal,pt,2.3107758463802215,2.5595656069601787,9.719999358618816,60.43,,0,24620.5197587181,0.89,
gemma-3-4b-it,Portugal,pt,2.7163271129397337,4.968856369215247,45.33295166733236,60.43,,0,24620.5197587181,0.89,
gpt-4o,Portugal,pt,1.7760473678848512,1.7760473678848512,0.0,60.43,,0,24620.5197587181,0.89,
gpt-4o-mini,Portugal,pt,4.090723345946852,6.589396049341597,37.91960119993711,60.43,,0,24620.5197587181,0.89,
gpt-5.1,Portugal,pt,4.525780070304176,3.6468519220554225,-24.101010050152404,60.43,,0,24620.5197587181,0.89,
grok-4.1-fast,Portugal,pt,1.6505443078742503,1.851160130920696,10.83730249455336,60.43,,0,24620.5197587181,0.89,
kimi-k2,Portugal,pt,3.5661980297892866,5.686691014085523,37.28869704796565,60.43,,0,24620.5197587181,0.89,
llama-3.2-3b-instruct,Portugal,pt,4.187724005592469,3.5985159280434047,-16.373640948962816,60.43,,0,24620.5197587181,0.89,
llama-3.3-70b-instruct,Portugal,pt,2.6079588745116493,6.203603346010852,57.960579858983664,60.43,,0,24620.5197587181,0.89,
mistral-medium-3.1,Portugal,pt,3.9996593401258553,4.9645588257782105,19.435754908213905,60.43,,0,24620.5197587181,0.89,
mistral-nemo,Portugal,pt,4.973371259398249,3.202199401738672,-55.31110450829196,60.43,,0,24620.5197587181,0.89,
phi-3-mini-128k-instruct,Portugal,pt,2.7765460128219033,2.769714858272867,-0.2466374662587477,60.43,,0,24620.5197587181,0.89,
qwen3-max,Portugal,pt,1.7499845056052663,3.870155913122849,54.782583831533685,60.43,,0,24620.5197587181,0.89,
claude-3-7-sonnet-20250219,Qatar,ar,2.181638337777626,1.1918384925826755,-83.04815219133307,50.05,UK,1,88701.4689763536,0.886,
claude-sonnet-4.5,Qatar,ar,0.503464795408958,1.5858854856336075,68.25339534475849,50.05,UK,1,88701.4689763536,0.886,
deepseek-chat,Qatar,ar,0.7342795099256575,1.4600134508981153,49.707346225202826,50.05,UK,1,88701.4689763536,0.886,
deepseek-chat-v3.1,Qatar,ar,0.7342795099256575,1.5858854856336075,53.69908378773695,50.05,UK,1,88701.4689763536,0.886,
doubao-1-5-pro-32k-250115,Qatar,ar,1.4600134508981153,0.8899165340859915,-64.0618411925175,50.05,UK,1,88701.4689763536,0.886,
gemini-2.5-flash,Qatar,ar,1.4600134508981153,1.4600134508981153,0.0,50.05,UK,1,88701.4689763536,0.886,
gemini-2.5-pro,Qatar,ar,0.503464795408958,0.503464795408958,0.0,50.05,UK,1,88701.4689763536,0.886,
gemini-3-pro-preview,Qatar,ar,2.2045022765350963,0.7342795099256575,-200.22658221230935,50.05,UK,1,88701.4689763536,0.886,
gemma-3-4b-it,Qatar,ar,2.9035024692681466,2.383958724981043,-21.793319609224124,50.05,UK,1,88701.4689763536,0.886,
gpt-4o,Qatar,ar,1.1918384925826755,1.1943665885881285,0.2116683461851936,50.05,UK,1,88701.4689763536,0.886,
gpt-4o-mini,Qatar,ar,0.7509212701825299,2.3089718905131615,67.47811122050342,50.05,UK,1,88701.4689763536,0.886,
gpt-5.1,Qatar,ar,0.503464795408958,1.4523556069853083,65.33460586460552,50.05,UK,1,88701.4689763536,0.886,
grok-4.1-fast,Qatar,ar,1.4600134508981153,1.4600134508981153,0.0,50.05,UK,1,88701.4689763536,0.886,
kimi-k2,Qatar,ar,1.2069375930313562,1.3279488202000271,9.11264239464012,50.05,UK,1,88701.4689763536,0.886,
llama-3.2-3b-instruct,Qatar,ar,6.954870688154674,7.398376824311059,5.99464107720256,50.05,UK,1,88701.4689763536,0.886,
llama-3.3-70b-instruct,Qatar,ar,1.5858854856336075,0.7342795099256575,-115.97844747079644,50.05,UK,1,88701.4689763536,0.886,
mistral-medium-3.1,Qatar,ar,2.385572569788834,1.4600134508981153,-63.393876153768915,50.05,UK,1,88701.4689763536,0.886,
mistral-nemo,Qatar,ar,1.6254359256996331,4.768732990441898,65.91472139544112,50.05,UK,1,88701.4689763536,0.886,
phi-3-mini-128k-instruct,Qatar,ar,3.47682657784528,6.6465418762527575,47.689691232255136,50.05,UK,1,88701.4689763536,0.886,
qwen3-max,Qatar,ar,1.4600134508981153,1.4600134508981153,0.0,50.05,UK,1,88701.4689763536,0.886,
claude-3-7-sonnet-20250219,Russian Federation,ru,2.043358502765322,0.1041271106970616,-1862.369347508443,,RU,1,15619.6142578125,0.832,20.0
claude-sonnet-4.5,Russian Federation,ru,0.1502539413712602,1.1695723827543885,87.1530874371874,,RU,1,15619.6142578125,0.832,20.0
deepseek-chat,Russian Federation,ru,1.205033026616191,1.2848129548076244,6.209458574721392,,RU,1,15619.6142578125,0.832,20.0
deepseek-chat-v3.1,Russian Federation,ru,1.3704617977829805,1.5569834322459304,11.979680104488642,,RU,1,15619.6142578125,0.832,20.0
doubao-1-5-pro-32k-250115,Russian Federation,ru,1.238800719403891,1.7670949398132003,29.89619903869768,,RU,1,15619.6142578125,0.832,20.0
gemini-2.5-flash,Russian Federation,ru,1.479580317655624,1.9331095300128696,23.461123403298632,,RU,1,15619.6142578125,0.832,20.0
gemini-2.5-pro,Russian Federation,ru,0.6900783469653704,1.086775915158299,36.50224141516293,,RU,1,15619.6142578125,0.832,20.0
gemini-3-pro-preview,Russian Federation,ru,1.1020261798063322,0.2206007251767276,-399.55691619938113,,RU,1,15619.6142578125,0.832,20.0
gemma-3-4b-it,Russian Federation,ru,1.414531510565494,1.7304396773413049,18.255947948511032,,RU,1,15619.6142578125,0.832,20.0
gpt-4o,Russian Federation,ru,1.0008004742697307,1.2079181490792736,17.146664694740846,,RU,1,15619.6142578125,0.832,20.0
gpt-4o-mini,Russian Federation,ru,0.9156097131071612,1.0677048930959052,14.245057878093125,,RU,1,15619.6142578125,0.832,20.0
gpt-5.1,Russian Federation,ru,1.08051817087129,2.245979695562166,51.89100894338951,,RU,1,15619.6142578125,0.832,20.0
grok-4.1-fast,Russian Federation,ru,2.113624387048574,2.813079357425268,24.864388149251702,,RU,1,15619.6142578125,0.832,20.0
kimi-k2,Russian Federation,ru,0.9382301212960806,1.338814417497891,29.920823302042283,,RU,1,15619.6142578125,0.832,20.0
llama-3.2-3b-instruct,Russian Federation,ru,2.787335729092148,2.343026766839252,-18.963033992661963,,RU,1,15619.6142578125,0.832,20.0
llama-3.3-70b-instruct,Russian Federation,ru,1.3483178934976567,0.2986207431451441,-351.51514904720096,,RU,1,15619.6142578125,0.832,20.0
mistral-medium-3.1,Russian Federation,ru,1.2848129548076244,0.2858154520944208,-349.52536519375406,,RU,1,15619.6142578125,0.832,20.0
mistral-nemo,Russian Federation,ru,2.1543051659126053,3.4195433830106756,37.00020954213232,,RU,1,15619.6142578125,0.832,20.0
phi-3-mini-128k-instruct,Russian Federation,ru,3.6228909251565193,4.856922441714613,25.40768421499542,,RU,1,15619.6142578125,0.832,20.0
qwen3-max,Russian Federation,ru,1.3208446718837223,1.538855731969764,14.16708893217582,,RU,1,15619.6142578125,0.832,20.0
claude-3-7-sonnet-20250219,Spain,es,2.6811775178312853,1.9280804209347313,-39.05942349289836,62.13,,0,30319.4987196616,0.918,
claude-sonnet-4.5,Spain,es,2.905926390159921,2.164322275370494,-34.264957822072844,62.13,,0,30319.4987196616,0.918,
deepseek-chat,Spain,es,0.6039249585378066,2.284548433071689,73.56479951156915,62.13,,0,30319.4987196616,0.918,
deepseek-chat-v3.1,Spain,es,0.3649588509435429,1.881434072821764,80.60209197784009,62.13,,0,30319.4987196616,0.918,
doubao-1-5-pro-32k-250115,Spain,es,0.8346761269714804,0.7737273080592226,-7.877299699443029,62.13,,0,30319.4987196616,0.918,
gemini-2.5-flash,Spain,es,2.4246057453297705,1.5315349913509162,-58.31213514691599,62.13,,0,30319.4987196616,0.918,
gemini-2.5-pro,Spain,es,3.58983557294284,2.4937808153874133,-43.951527367298034,62.13,,0,30319.4987196616,0.918,
gemini-3-pro-preview,Spain,es,2.4937808153874133,3.6880675783626815,32.38245334716649,62.13,,0,30319.4987196616,0.918,
gemma-3-4b-it,Spain,es,2.6646118619152306,2.1456371430404846,-24.187441038577965,62.13,,0,30319.4987196616,0.918,
gpt-4o,Spain,es,2.1213170616442114,1.0556765912054464,-100.94383822813964,62.13,,0,30319.4987196616,0.918,
gpt-4o-mini,Spain,es,5.338107593402459,4.142198492964874,-28.871361487594605,62.13,,0,30319.4987196616,0.918,
gpt-5.1,Spain,es,3.58983557294284,3.58983557294284,0.0,62.13,,0,30319.4987196616,0.918,
grok-4.1-fast,Spain,es,3.3540078414003944,2.6164464644177663,-28.18943123863062,62.13,,0,30319.4987196616,0.918,
kimi-k2,Spain,es,2.444640915094115,2.9188293489771873,16.24584301405757,62.13,,0,30319.4987196616,0.918,
llama-3.2-3b-instruct,Spain,es,2.17438356865454,1.5238680435736789,-42.688441943786266,62.13,,0,30319.4987196616,0.918,
llama-3.3-70b-instruct,Spain,es,2.503227984372544,1.5210841761117202,-64.56866909045327,62.13,,0,30319.4987196616,0.918,
mistral-medium-3.1,Spain,es,2.544270671016531,1.041966486542063,-144.17970288661692,62.13,,0,30319.4987196616,0.918,
mistral-nemo,Spain,es,3.397762054788883,3.205392051273153,-6.001450070337643,62.13,,0,30319.4987196616,0.918,
phi-3-mini-128k-instruct,Spain,es,1.8192629130082685,1.9756524818026195,7.915844017853713,62.13,,0,30319.4987196616,0.918,
qwen3-max,Spain,es,1.6009656970136092,1.6278171052277008,1.6495347129514035,62.13,,0,30319.4987196616,0.918,
claude-3-7-sonnet-20250219,Switzerland,fr,2.486461732875284,1.3868895419061311,-79.28332846593594,54.2,,0,94394.5106803525,0.97,
claude-sonnet-4.5,Switzerland,fr,3.4981295099072187,1.6388463984267836,-113.45072444039054,54.2,,0,94394.5106803525,0.97,
deepseek-chat,Switzerland,fr,2.700363114329056,1.74521842646298,-54.72923465527807,54.2,,0,94394.5106803525,0.97,
deepseek-chat-v3.1,Switzerland,fr,2.84388522243388,0.969121358032212,-193.44985525944352,54.2,,0,94394.5106803525,0.97,
doubao-1-5-pro-32k-250115,Switzerland,fr,1.32774586258264,0.8604930147695791,-54.30059742416164,54.2,,0,94394.5106803525,0.97,
gemini-2.5-flash,Switzerland,fr,4.021619561537561,1.1964697570897138,-236.1237956669899,54.2,,0,94394.5106803525,0.97,
gemini-2.5-pro,Switzerland,fr,3.3518071435278967,2.3012851813750945,-45.649360220756314,54.2,,0,94394.5106803525,0.97,
gemini-3-pro-preview,Switzerland,fr,2.883605236226595,2.4406015215752443,-18.151415162825163,54.2,,0,94394.5106803525,0.97,
gemma-3-4b-it,Switzerland,fr,2.528681036918725,1.8284984567887284,-38.29276297884776,54.2,,0,94394.5106803525,0.97,
gpt-4o,Switzerland,fr,2.3779881576011683,0.5885341402658979,-304.0527124776144,54.2,,0,94394.5106803525,0.97,
gpt-4o-mini,Switzerland,fr,2.982235661459227,2.035119339814203,-46.53861339313357,54.2,,0,94394.5106803525,0.97,
gpt-5.1,Switzerland,fr,3.2547333830217116,1.7485746672392917,-86.13636832337241,54.2,,0,94394.5106803525,0.97,
grok-4.1-fast,Switzerland,fr,2.0624472313552262,2.391334710328974,13.75330176713334,54.2,,0,94394.5106803525,0.97,
kimi-k2,Switzerland,fr,2.9581061572928444,4.642349179172605,36.279972851588454,54.2,,0,94394.5106803525,0.97,
llama-3.2-3b-instruct,Switzerland,fr,0.5407039800061761,2.0778333313377666,73.97750956001578,54.2,,0,94394.5106803525,0.97,
llama-3.3-70b-instruct,Switzerland,fr,1.4000205418675111,2.346673537423798,40.340208403915106,54.2,,0,94394.5106803525,0.97,
mistral-medium-3.1,Switzerland,fr,1.848047973075634,0.9716343150772102,-90.19994913711751,54.2,,0,94394.5106803525,0.97,
mistral-nemo,Switzerland,fr,1.9082404038262892,2.431590701549296,21.522960150717484,54.2,,0,94394.5106803525,0.97,
phi-3-mini-128k-instruct,Switzerland,fr,0.4949702475115848,0.1058457562701479,-367.6335310489753,54.2,,0,94394.5106803525,0.97,
qwen3-max,Switzerland,fr,0.860409773879051,0.9945681708600568,13.489110240175052,54.2,,0,94394.5106803525,0.97,
